loss,accuracy,elapsed_time
2.341752278804779,0.1072,167.27157044410706
3.231196069717407,0.167,157.21178436279297
3.1367287814617155,0.1284,182.4705696105957
3.73164941072464,0.1615,175.79365754127502
3.4238791704177856,0.1579,170.14647102355957
3.205011659860611,0.1776,184.28508877754211
2.8619099080562593,0.2289,193.06705498695374
2.4907741069793703,0.2447,198.4496283531189
2.875327116250992,0.2157,180.54853200912476
2.7833828151226045,0.2231,194.27006673812866
2.541632205247879,0.2833,185.26107621192932
2.834763377904892,0.252,175.9257481098175
2.9501891851425173,0.2462,163.93188333511353
3.0380396366119387,0.2207,163.51136374473572
3.0687957763671876,0.2111,174.5480921268463
2.632186418771744,0.2428,184.4071183204651
2.8108000814914704,0.2758,166.95900869369507
2.7485810220241547,0.2865,187.82993841171265
2.5189465641975404,0.3109,168.36724495887756
2.842905431985855,0.2952,171.8928143978119
2.2878026932477953,0.3192,166.92125344276428
2.510024845600128,0.3236,165.0440535545349
2.9617004096508026,0.3062,168.58866238594055
2.39173686504364,0.307,174.4239604473114
2.61433886885643,0.286,181.081693649292
2.2629292845726012,0.3414,182.69654846191406
3.0316817581653597,0.2982,180.53469324111938
2.3351470232009888,0.2948,177.74422097206116
1.9104525834321975,0.376,183.7581217288971
2.2933563768863676,0.3401,196.7505784034729
3.324328601360321,0.2526,162.65569949150085
2.176810199022293,0.3664,170.3857238292694
2.7019134998321532,0.2946,195.84085702896118
1.9927658051252366,0.3887,183.53445982933044
2.585453474521637,0.3268,167.3295259475708
2.441024696826935,0.3829,184.21696996688843
2.0461985200643538,0.4248,164.8936276435852
2.5539102435111998,0.368,169.378515958786
2.842481803894043,0.3339,170.9161820411682
2.7435006320476534,0.2957,182.8020098209381
2.6757725358009337,0.333,168.04542565345764
2.670931816101074,0.3486,180.86079716682434
2.6640902012586594,0.3336,160.29732179641724
2.3228013306856155,0.3662,181.20854115486145
3.1845711946487425,0.2957,162.77281618118286
2.2698111444711686,0.3861,179.68091130256653
2.2879675924777985,0.3819,164.21298718452454
2.5776009917259217,0.3613,177.9875292778015
2.71897549033165,0.3795,167.72796392440796
2.99117397069931,0.2913,166.25082635879517
2.3986670553684233,0.3891,159.88089227676392
2.735215699672699,0.3708,182.4047074317932
2.433684641122818,0.3904,163.0030391216278
2.557242900133133,0.3693,185.47115969657898
2.8306264251470568,0.3341,165.66612100601196
2.2071372300386427,0.3746,181.18981838226318
2.6874882698059084,0.337,167.0810296535492
2.848267751932144,0.3741,166.2848515510559
2.5258865773677828,0.3829,181.66563534736633
2.4527107059955595,0.3905,173.34450697898865
2.6680081367492674,0.3673,184.21593856811523
2.140656214952469,0.4029,182.43524146080017
2.702530008554459,0.378,170.0334026813507
2.478656405210495,0.4126,161.76788187026978
2.272876337170601,0.4101,185.77243542671204
2.463754415512085,0.4176,185.1335289478302
2.7883988559246062,0.3694,183.78802299499512
2.6884526312351227,0.4104,194.66508531570435
2.2944200456142427,0.4468,180.33109498023987
2.6138980209827425,0.4287,198.50469374656677
2.5082985043525694,0.408,164.8091173171997
2.92347491979599,0.3558,183.72979307174683
2.6290276646614075,0.4181,161.80765581130981
3.552089738845825,0.3923,180.04685926437378
2.2869159787893296,0.4455,183.96534538269043
2.4367093086242675,0.3755,185.42527604103088
2.101017138361931,0.4528,168.5031590461731
2.686745810508728,0.3996,178.76499795913696
2.692623716592789,0.42,187.86759114265442
2.4432927787303926,0.3986,161.36374855041504
2.582279461622238,0.369,188.28606796264648
4.362461227178573,0.3538,176.76737308502197
2.653191554546356,0.4277,166.7343714237213
2.7985560297966003,0.3844,181.27529191970825
2.5923653841018677,0.4207,187.93213868141174
3.060435050725937,0.3882,165.0634367465973
3.085315775871277,0.4002,164.20004272460938
3.0987517714500425,0.3798,171.61507105827332
2.5205584675073625,0.4248,159.1406455039978
3.3090057909488677,0.3887,195.02706146240234
3.273526680469513,0.3805,180.6611843109131
2.6416448295116424,0.4106,186.40267395973206
3.7943539917469025,0.3177,163.76503801345825
2.992838752269745,0.3934,166.86354851722717
3.4987434267997743,0.3727,161.30878520011902
2.2792021334171295,0.4145,160.51665449142456
3.483221226930618,0.3625,164.45566487312317
2.4709662705659867,0.4836,159.37138485908508
2.33928709179163,0.4433,159.4359576702118
1.9230970710515976,0.4436,162.20509958267212
3.053100275993347,0.38,184.68672132492065
2.2250603258609774,0.4404,160.07909631729126
3.388094651699066,0.4226,168.54842877388
2.1463095605373383,0.4795,169.24931454658508
2.7223244696855544,0.4159,164.19206476211548
2.219875705242157,0.455,187.37915515899658
2.9542121052742005,0.4213,169.69615054130554
2.9282265841960906,0.4096,182.76757049560547
2.5744329929351806,0.4291,172.76997566223145
3.154927909374237,0.3896,165.8837890625
4.751037693023681,0.3672,161.81009721755981
3.270212543010712,0.4062,172.14298295974731
2.2461093813180923,0.4546,172.4026026725769
2.282901179790497,0.4457,192.11006474494934
3.110097724199295,0.3974,181.860435962677
2.70891330242157,0.4096,149.69364714622498
3.1254615426063537,0.4099,179.46472716331482
2.1108137398958204,0.5167,181.76790642738342
2.6150600612163544,0.435,164.48366332054138
2.426051437854767,0.4733,160.129807472229
2.751769205927849,0.4671,182.58112001419067
2.7909206688404082,0.3986,161.42879557609558
3.0308163166046143,0.3751,155.4706470966339
2.371414175629616,0.397,162.809588432312
2.4017048120498656,0.4691,179.96285486221313
2.1039796322584152,0.4732,163.8999366760254
2.493911808729172,0.4504,178.08701467514038
1.9475878328084946,0.4578,175.1557765007019
2.2511196792125703,0.4675,183.3078329563141
1.9023139774799347,0.4668,174.9397554397583
1.9955292105674745,0.4954,172.0078730583191
2.3261020839214326,0.4945,164.3794720172882
2.4222944617271422,0.478,185.6190903186798
3.581324487924576,0.4304,186.7574417591095
2.2670243680477142,0.47,158.64459085464478
1.81846544444561,0.529,184.37449955940247
1.675170585513115,0.4741,184.66912198066711
3.0312737226486206,0.4583,187.78401708602905
