loss,accuracy,elapsed_time
1.7749496966600418,0.5452,4.111276865005493
1.2736311465501786,0.7004,2.7960116863250732
0.938672523200512,0.7788,2.8261353969573975
0.7524984896183013,0.8202,2.830150604248047
0.6446928396821022,0.8406,5.262969732284546
0.5692354328930378,0.8535,2.810209274291992
0.5120140939950943,0.8651,2.7787015438079834
0.4684068650007248,0.8674,2.851382255554199
0.46062124967575074,0.8685,3.8522887229919434
0.4237976759672165,0.8769,2.8519129753112793
0.41025960966944697,0.8842,2.8243606090545654
0.39559795409440995,0.8863,2.8414762020111084
0.3708376919850707,0.888,3.3024332523345947
0.3666821546852589,0.8895,3.4666364192962646
0.34783183224499226,0.8938,2.7899322509765625
0.3701885126531124,0.8922,2.9064409732818604
0.3582033570855856,0.8933,2.807344675064087
0.33500486351549624,0.9002,3.993722438812256
0.3317039802670479,0.8981,2.857250452041626
0.3166154272854328,0.9044,2.858950138092041
0.32462878823280333,0.9021,2.804262638092041
0.31512758396565915,0.9023,3.4437906742095947
0.3092245890758932,0.9054,3.3823530673980713
0.3031632464379072,0.9069,2.875903367996216
0.3113456567749381,0.9016,2.8755767345428467
0.3424230236560106,0.8958,2.993910312652588
0.31261684484779834,0.9085,3.853215217590332
0.30290849432349204,0.9084,2.8121464252471924
0.2924234502017498,0.9124,2.7918636798858643
0.281149672344327,0.9147,2.725694179534912
0.28027237579226494,0.9162,3.5556795597076416
0.2918303715996444,0.9113,3.1084394454956055
0.281380857154727,0.9135,2.768570899963379
0.2767549935728312,0.9183,2.808769941329956
0.26799346460029483,0.9172,3.124725103378296
0.2624359020963311,0.9157,3.6670243740081787
0.27032146193087103,0.9217,2.7588460445404053
0.2648748619481921,0.9209,2.7780110836029053
0.2583854991942644,0.9202,2.7955918312072754
0.2634634904563427,0.9229,3.7210030555725098
0.2529360709711909,0.9236,2.980121374130249
0.25155470371246336,0.9231,2.744436502456665
0.2741942100226879,0.9192,2.8158485889434814
0.2567201778292656,0.9219,3.18281888961792
0.24695277214050293,0.9261,3.5379748344421387
0.24647670295089483,0.9226,2.752376079559326
0.24706463329494,0.9237,2.7786128520965576
0.23697225451469422,0.9283,2.84218692779541
0.2391875757370144,0.9262,3.8864896297454834
0.23384437551721932,0.9297,3.0492711067199707
0.23883149661123754,0.9288,2.814746618270874
0.23778337389230728,0.927,2.9165940284729004
0.23668446242809296,0.9253,3.3987507820129395
0.25314380787312984,0.9208,3.5160064697265625
0.23401478533633052,0.9274,2.805708646774292
0.22877895049750804,0.931,2.8061141967773438
0.22951633813790978,0.9286,3.1170740127563477
0.2260488299652934,0.9305,4.09607458114624
0.23135340102016927,0.9313,2.8177406787872314
0.22730636335909365,0.9316,2.878227949142456
0.22387136118486523,0.9336,3.1395955085754395
0.2291663171723485,0.9297,3.8363265991210938
0.2165142942685634,0.9325,3.295545816421509
0.21220276989042758,0.9341,2.919875144958496
0.22047630194574594,0.9332,2.8771121501922607
0.22155864238739015,0.935,3.295795440673828
0.231307952105999,0.9314,3.648473024368286
0.21940326858311893,0.9346,2.8880252838134766
0.22564380802214146,0.936,2.906857967376709
0.22908142283558847,0.9348,2.9421281814575195
0.21467745658010245,0.9372,3.9128129482269287
0.21859273295849563,0.9348,2.858541488647461
0.21291591338813304,0.937,2.9048359394073486
0.2154942212626338,0.9352,2.806366443634033
0.21136576682329178,0.9369,3.59196138381958
0.22527914494276047,0.9327,3.1949665546417236
0.22160145211964846,0.9336,2.865596055984497
0.2157888924703002,0.9385,2.8630568981170654
0.22176053375005722,0.9386,3.1567115783691406
0.21917463205754756,0.9379,3.7238006591796875
0.21530036870390176,0.9392,2.885176181793213
0.21630555116571487,0.9353,2.7252678871154785
0.22227575220167636,0.9426,2.82175350189209
0.2013335907831788,0.9425,3.8157970905303955
0.20369023978710174,0.9426,2.9360644817352295
0.20182879231870174,0.9429,2.8752188682556152
0.21211136244237422,0.9391,2.8772716522216797
0.20430896217003464,0.9396,3.439847946166992
0.21067423382773995,0.9411,3.403864622116089
0.2060240682447329,0.9432,2.787480354309082
0.19099218458868564,0.9442,2.895749807357788
0.21411493686027824,0.9362,2.9820892810821533
0.1993929844815284,0.9431,3.991234302520752
0.20622334089130162,0.9422,2.8133182525634766
0.19925826005637645,0.9414,2.8739399909973145
0.19531237054616213,0.9449,2.910860300064087
0.18670103529002519,0.9462,3.662276029586792
0.20660134218633175,0.9439,3.2447381019592285
0.19440637957304716,0.9436,2.8363544940948486
0.2048150196671486,0.9413,2.8929898738861084
0.20698218196630477,0.9421,3.210981607437134
0.21391508635133505,0.9397,3.7755868434906006
0.2058664496988058,0.9429,2.925316572189331
0.21488402280956506,0.9426,2.8514368534088135
0.19812714569270612,0.9454,2.8256118297576904
0.18995412141084672,0.9476,3.8965399265289307
0.1926644142717123,0.9487,2.990534543991089
0.21214804332703352,0.9447,2.864380359649658
0.20414961468195542,0.9433,2.827397584915161
0.21741081383079292,0.9412,3.3643670082092285
0.19539747964590787,0.9452,3.3766722679138184
0.20109565202146767,0.9475,2.801652669906616
0.204626976698637,0.9455,2.8059282302856445
0.24009298062883316,0.9359,2.9401490688323975
0.20376065149903297,0.9456,3.90920090675354
0.19848469011485576,0.9444,2.8733205795288086
