loss,accuracy,elapsed_time
2.421705174446106,0.1,162.29970049858093
3.8659163653850555,0.1,184.1879632472992
2.8501291513442992,0.1393,170.54747438430786
4.0475956976413725,0.1295,173.81650757789612
3.4276376605033874,0.1257,172.2429850101471
2.495604944229126,0.2068,172.36519527435303
2.834584432840347,0.1915,162.93177247047424
2.4667748868465424,0.2474,190.26400995254517
3.378930115699768,0.155,164.04322004318237
3.010769158601761,0.2076,164.1882405281067
3.0045708894729612,0.223,181.79501247406006
2.446506655216217,0.2907,173.88690614700317
2.6825978100299834,0.2541,189.99021649360657
2.9760574460029603,0.2092,167.17426562309265
3.076870805025101,0.2335,191.17153596878052
3.122991347312927,0.2314,172.5602810382843
3.0545976579189302,0.2478,158.637681722641
2.7997283577919005,0.2838,183.1158366203308
2.751645827293396,0.3162,184.90626406669617
2.519555425643921,0.3108,166.94092345237732
2.586254131793976,0.272,185.8198561668396
2.6496202647686005,0.2931,181.7328131198883
2.5443686723709105,0.3242,164.03907227516174
2.163386160135269,0.3518,167.65866446495056
3.338875490427017,0.2794,159.64384126663208
2.6991549670696258,0.2978,165.35804319381714
2.6016358375549316,0.2952,170.9161012172699
2.3731919169425963,0.3339,170.42587041854858
2.260955646634102,0.3547,165.77193808555603
2.1341401427984237,0.3648,161.614972114563
3.073702573776245,0.2664,181.3810088634491
3.0744858264923094,0.289,180.48922657966614
2.0264165937900542,0.4,162.0646800994873
2.2911296427249908,0.36,176.23910856246948
3.0410482347011567,0.3046,160.77341389656067
2.347555074095726,0.3755,191.88758277893066
2.504081553220749,0.3678,170.56446313858032
2.5791608512401583,0.3644,171.88361239433289
2.744601184129715,0.3488,183.2420015335083
2.76687952876091,0.3237,203.58941197395325
2.5134279668331145,0.361,161.48054122924805
1.8472186535596848,0.4233,167.70432877540588
1.914100331068039,0.4347,156.04424238204956
2.740969294309616,0.3568,170.05648159980774
2.30176357626915,0.4199,182.9832100868225
2.090345838665962,0.4262,189.32828640937805
2.297573971748352,0.4066,194.26170945167542
2.0351950109004973,0.431,159.2975151538849
2.531935340166092,0.3813,169.2734031677246
3.2370381712913514,0.3376,169.65416479110718
2.7967658579349517,0.3402,158.3344602584839
2.8044837951660155,0.3383,156.96264958381653
3.0018030524253847,0.3588,153.0281126499176
2.0614869832992553,0.4448,174.46020770072937
2.557330793142319,0.4114,158.98289132118225
2.6004424929618835,0.416,165.8339822292328
3.358434420824051,0.3407,187.47716236114502
2.5730949491262436,0.3955,189.04118490219116
2.651760470867157,0.4192,205.37332701683044
2.491264832019806,0.4335,170.19971823692322
2.8678752183914185,0.3755,168.78373956680298
2.7944681107997895,0.3523,159.52843022346497
2.6588435649871824,0.4079,183.4896981716156
1.9129242539405822,0.4629,185.72975659370422
2.3036337912082674,0.3898,161.72239136695862
2.4955296993255613,0.3829,165.69877791404724
2.140525722503662,0.4038,178.82512855529785
2.454791396856308,0.4225,161.6771640777588
2.9376098692417143,0.356,170.03456449508667
2.0641625076532364,0.4394,170.2019498348236
1.9672197431325913,0.4626,178.26301455497742
2.193208599090576,0.4587,175.05406665802002
2.2608605712652206,0.4442,170.77609586715698
2.5616359174251557,0.4142,188.97289657592773
2.4449758648872377,0.4186,181.79508996009827
2.8643343448638916,0.4017,170.8644082546234
2.662138295173645,0.3798,160.20083022117615
2.093089905381203,0.4621,186.41809391975403
2.2135252982378004,0.439,174.9067084789276
2.4050758361816404,0.4461,189.09425950050354
2.3820593416690827,0.4469,164.41571950912476
2.0939079344272615,0.4666,176.921213388443
2.459978684782982,0.4218,188.02044939994812
2.7212967753410338,0.4062,185.1233413219452
2.5310157001018525,0.4558,182.73160791397095
2.318130749464035,0.4674,168.5288372039795
3.2451817393302917,0.4082,159.01992464065552
2.845839911699295,0.4198,161.8517804145813
2.4948210299015043,0.4144,188.5841941833496
2.9022306501865387,0.3883,181.90901684761047
2.8960741758346558,0.4006,187.0993390083313
2.6474463522434233,0.4241,181.01041913032532
3.126536417007446,0.3966,160.07828378677368
2.601987713575363,0.4871,176.73221492767334
3.5028721928596496,0.409,179.43134355545044
